work_id,title,relationship,published,words,kudos
27896395,Owner of My Heart (Little Pieces),Katara/Zuko (Avatar),2020-12-05,415.0,32.0
27896272,What Started In Beautiful Rooms,Sokka/Zuko (Avatar),2020-12-05,878.0,35.0
25574854,The Dragon of the South,"Other Relationship Tags to Be Added, Sokka/Zuko (Avatar), Minor or Background Relationship(s)",2020-07-28,66045.0,595.0
26838538,Conflagration,"Katara/Zuko (Avatar), Katara & Zuko (Avatar), Suki/Ty Lee (Avatar), Aang/Katara (Avatar) temporarily, Mai & Zuko (Avatar) temporarily",2020-10-05,54904.0,81.0
27896089,Barely Disguised,Mai/Ty Lee (Avatar),2020-12-05,1648.0,7.0
27857221,Born For This,"Nara Shikadai /Yue, Hakoda/Kya (Avatar), Suki / Kakashi Hatake, Ursa /Ibiki Morino, Nara Shikaku/Original Female Character(s), Nara Shikamaru/Original Female Character(s)",2020-12-03,7549.0,
27896023,Any Place It Goes Is Right,Katara/Sokka (Avatar),2020-12-05,5933.0,17.0
27728075,Smokeless Fire,,2020-11-26,16951.0,46.0
26363311,Want to Kiss?,"Azula/Ty Lee (Avatar), Sokka/Suki (Avatar), Aang/Katara (Avatar), Mai/Zuko (Avatar), Azula & Mai (Avatar), Azula & Suki (Avatar), Sokka & Zuko (Avatar), Azula & Zuko (Avatar)",2020-09-08,33317.0,166.0
27626618,a deep shade of purple (part one),"Azula & Ozai (Avatar), Azula/self",2020-11-19,8741.0,1.0
27831793,Road Trip,"Azula/Ty Lee (Avatar), Mai/Zuko (Avatar)",2020-12-05,5452.0,47.0
23360860,Embers [PODFIC],,2020-03-28,553.0,251.0
27895120,Amateur Theatrics [Podfic],Toph Beifong & Zuko,2020-12-05,4.0,5.0
24560845,When Language Fails,"Korra/Asami Sato, Minor or Background Relationship(s), Azula/Korra (Avatar), Mako/Asami Sato, Azula/Ty Lee (Avatar), Lin Beifong/Kya II, Mako/Prince Wu (Avatar), Bolin/Kuvira/Opal/Pabu (Avatar)",2020-06-05,202503.0,1266.0
27895168,"Rest well, it's my turn, now.",Katara & Sokka (Avatar),2020-12-05,501.0,9.0
27894868,do you remember we were sitting there by the water?,"Katara/Yue (Avatar), Sokka/Zuko (Avatar), Katara/Suki (Avatar)",2020-12-05,4306.0,34.0
27876358,Prospects,Katara/Zuko (Avatar),2020-12-04,2084.0,27.0
27894004,Happy,Sokka/Yue (Avatar),2020-12-05,578.0,1.0
27825814,Stolen Moments,Katara/Zuko (Avatar),2020-12-01,600.0,43.0
27889516,A Tale of Love Letters and International Incidents,Suki/Yue (Avatar),2020-12-05,4239.0,15.0
27616522,The figure,"Zuko (Avatar)/Original Female Character(s), Aang/Katara (Avatar), Sokka/Suki (Avatar)",2020-11-18,9938.0,5.0
27832723,Young Lovers (Fluffcember),"Lu Ten/Original Male Character(s), Iroh II/Mako (Avatar)",2020-12-02,1881.0,7.0
27894184,The Beholder's Storm,,2020-12-05,847.0,1.0
27893995,love's a word i've always hated,"Mai/Zuko (Avatar), Minor or Background Relationship(s), Sokka/Suki (Avatar)",2020-12-05,1430.0,30.0
27893956,"letters unsent, burdens unshared",Katara/Zuko (Avatar),2020-12-05,2528.0,11.0
27893875,More Than Dreaming,Sokka/Zuko (Avatar),2020-12-05,2684.0,66.0
27729154,All The Right Reasons,Azula/Ty Lee (Avatar),2020-11-26,9788.0,28.0
27851582,saros,"Katara/Zuko (Avatar), Mai/Zuko (Avatar), Katara & Mai (Avatar)",2020-12-05,1661.0,29.0
27888364,Katara Deserves Better than Aang,"anti kataang - Relationship, antikataang",2020-12-05,3258.0,17.0
27860594,"You're Here, So There's Nothing I Fear but You","Azula/Sokka (Avatar), Mai/Zuko (Avatar), Aang/Katara (Avatar)",2020-12-04,1770.0,7.0
27885796,Pounce,Katara/Zuko (Avatar),2020-12-05,5254.0,132.0
27890212,Less talk. More fight.,Jet/Zuko (Avatar),2020-12-05,2240.0,74.0
27064267,Souvenirs We Brought Back From Ember Island,"Katara/Zuko (Avatar), Sokka/Suki (Avatar)",2020-10-21,40216.0,441.0
27835567,Truth in Myths,Katara/Zuko (Avatar),2020-12-02,5322.0,55.0
26325967,Show me that you've changed,Sokka/Zuko (Avatar),2020-09-06,19856.0,442.0
26728672,Hesitance,Katara/Zuko (Avatar),2020-09-30,42995.0,441.0
27520201,google this: how to unsend,"Sokka/Zuko (Avatar), Minor or Background Relationship(s), The Gaang & Zuko (Avatar)",2020-11-12,18716.0,294.0
27885955,"disneyland, stolen hoodies, and a cat named druk","Sokka/Zuko, The Gaang & Zuko, The Gaang & The Gaang, Sokka & Hakoda, Sokka & Bato, Minor or Background Relationship(s)",2020-12-05,1953.0,174.0
24914812,Taming the Wolf,"Azula/Sokka (Avatar), Azula & Sokka (Avatar), Aang/Katara (Avatar), Aang & Katara (Avatar)",2020-07-08,197559.0,187.0
27663533,After Hours,"Aang/Katara (Avatar), Aang & Zuko (Avatar), Aang & Toph Beifong & Katara & Sokka & Suki & Zuko, Aang & Toph Beifong, Sokka/Suki (Avatar), Sokka/Suki/Zuko (Avatar), Iroh & Zuko (Avatar), Azula/Ty Lee (Avatar), Azula & Zuko (Avatar), Azula & Mai (Avatar), Sokka & Order of the White Lotus (Avatar), Order of the White Lotus & The Gaang (Avatar), Ming-Hua & Zaheer (Avatar), P'li/Zaheer (Avatar)",2020-11-22,8323.0,24.0
27709097,my one and only my life line,"Sokka/Zuko (Avatar), Aang/Katara (Avatar)",2020-11-25,2620.0,53.0
27893290,Becoming Well,"Katara & Zuko (Avatar), Toph Beifong & Katara, Iroh & Zuko (Avatar)",2020-12-05,1141.0,17.0
27761773,like real people do,Katara/Zuko (Avatar),2020-11-28,8766.0,87.0
27766063,Princely Avatar,"Ozai & Zuko (Avatar), Ozai & Ursa (Avatar)",2020-11-28,7751.0,56.0
14634507,With Or Without You,"Suki/Zuko (Avatar), Azula/Sokka (Avatar), Zuki - Relationship, Sokkla - Relationship, Kataang (secondary), Mai/Sokka (Avatar)",2018-05-13,427089.0,528.0
27882398,A Whole New World,"Aang/Katara (Avatar), Sokka/Zuko (Avatar), Hiccup Horrendous Haddock III/Astrid Hofferson",2020-12-05,862.0,3.0
27721562,A Different Kind of Partner,Sokka/Zuko (Avatar),2020-11-26,26577.0,138.0
27569200,Aura Readings (gone wrong),Mai/Ty Lee (Avatar),2020-11-22,9777.0,26.0
27171871,Severed Vines,"Katara/Zuko (Avatar), Mai/Zuko (Avatar), Azula & Zuko (Avatar), Azula & Iroh (Avatar), The Gaang & Zuko (Avatar), Ozai & Zuko (Avatar), Iroh/Zuko - Relationship, Zhao/Zuko (Avatar)",2020-10-23,10501.0,44.0
27890929,blame it on me,Katara/Zuko (Avatar),2020-12-05,357.0,9.0
27890629,i just called to say,"Sokka/Zuko (Avatar), The Gaang & Zuko (Avatar)",2020-12-05,3685.0,39.0
27816076,United Heartbeats,Katara/Zuko (Avatar),2020-12-01,1058.0,11.0
27632590,Secrets and Lies: A Lin X Reader,Lin Beifong/Reader,2020-11-19,40580.0,102.0
27372562,The Color Purple,Katara/Zuko (Avatar),2020-11-03,55777.0,216.0
21723280,Misao of the Fire Nation,"Iroh II (Avatar)/Original Female Character(s), Original Character/Original Character",2019-12-08,21212.0,39.0
22624744,Ritornello,Sokka/Zuko (Avatar),2020-02-09,21545.0,1258.0
27725713,One More Chance to Get it Right,"The Gaang & Zuko (Avatar), Toph Beifong & Zuko, Sokka & Zuko (Avatar), Katara & Zuko (Avatar), Aang & Zuko (Avatar), Toph Beifong & Sokka, Toph Beifong & Katara, Aang & Toph Beifong, Aang & Sokka (Avatar), Aang/Katara (Avatar), Katara & Sokka (Avatar), Iroh & Zuko (Avatar)",2020-11-26,33582.0,294.0
27889849,intro IV,Sokka/Zuko (Avatar),2020-12-05,3354.0,12.0
26307607,the legend of asami,"Korra/Asami Sato, Lin Beifong/Kya II",2020-09-05,8787.0,38.0
27889201,lightning blasts & scars to prove it,"The Gaang & Zuko (Avatar), Ozai & Zuko (Avatar)",2020-12-05,3067.0,184.0
25103623,Spirit's Tether,"Sokka/Zuko (Avatar), Aang/Katara (Avatar)",2020-07-06,203518.0,773.0
27889048,The Things We Forget,"Azula & Zuko (Avatar), Ursa & Zuko (Avatar), Azula & Ursa (Avatar)",2020-12-05,647.0,30.0
27821590,Search for me,"Sokka/Zuko (Avatar), Sokka/Suki (Avatar), Suki/Zuko (Avatar), Sokka/Suki/Zuko (Avatar), Mai/Ty Lee (Avatar), Bato/Hakoda (Avatar), Hakoda/Kya (Avatar), Bato/Hakoda/Kya (Avatar), Toph Beifong & Zuko, Hakoda & Zuko (Avatar), Katara & Zuko (Avatar), The Gaang & Zuko (Avatar), Aang & Zuko (Avatar), Suki & Zuko (Avatar), Sokka & Zuko (Avatar), Azula & Zuko (Avatar), Azula & Ozai (Avatar), Ozai & Zuko (Avatar), Iroh & Zuko (Avatar), Iroh & Ozai (Avatar), Azula & Mai & Ty Lee, Azula & Toph Beifong, Azula & Katara (Avatar), Azula & Sokka (Avatar), Ozai/Zuko (Avatar), Azula & Bato (Avatar)",2020-12-01,33903.0,67.0
27810748,Return to the Palace,"Azula/Ty Lee (Avatar), Azula/Sokka (Avatar), Mai/Zuko (Avatar), Aang/Katara (Avatar), Sokka/Suki (Avatar), Azula & Zuko (Avatar), Azula & Ursa (Avatar), Azula & Sokka (Avatar), Azula & original male chracter",2020-12-01,10343.0,72.0
26785912,Waltz of the Dead,"Sokka/Zuko (Avatar), Aang & Toph Beifong & Katara & Sokka & Zuko",2020-10-03,4845.0,46.0
27569827,vespers and breaths,"Katara/Zuko (Avatar), Katara & Zuko (Avatar)",2020-11-15,13520.0,43.0
27888139,Knowing,"Katara/Zuko (Avatar), Sokka/Suki (Avatar)",2020-12-05,2970.0,11.0
16301360,The Bending Brothers,"Bolin & Mako (Avatar), Bolin (Avatar) & Original Female Character(s)",2018-10-15,24445.0,101.0
27089761,"They Who Know 9,999 Things",,2020-10-18,12452.0,14.0
27665186,love me in spite,"Sokka/Zuko (Avatar), Minor or Background Relationship(s)",2020-11-22,27041.0,47.0
27886645,just wanna say how i love you with your hair down,"Azula/Jin (Avatar), Minor or Background Relationship(s)",2020-12-05,6311.0,22.0
27291172,Behind the War Worn Mask,"Sokka/Zuko (Avatar), Aang/Katara (Avatar)",2020-10-30,50047.0,668.0
27583685,Duality of Fire,Sokka/Zuko (Avatar),2020-11-16,31312.0,38.0
27885829,high school sapphics,"Suki/Yue (Avatar), yueki - Relationship",2020-12-05,1093.0,9.0
27845167,"sunken crowns, palaces drowned",Katara/Zuko (Avatar),2020-12-02,3498.0,37.0
27828589,Zutara Drabble December,"Katara/Zuko (Avatar), Katara & Zuko (Avatar)",2020-12-02,2393.0,53.0
27662036,the warrior and the moon,"Suki/Yue (Avatar), yueki - Relationship, backgound mailee",2020-11-21,1765.0,5.0
27885220,close your eyes and trust me,Azula/Ty Lee (Avatar),2020-12-04,1682.0,47.0
27885214,"work hard, play harder",Sokka/Zuko (Avatar),2020-12-04,5127.0,260.0
27821455,Zutara December Drabbles,Zuko/Katara,2020-12-01,1247.0,22.0
27231559,"The Lady of No Words, Book Two: Rhythm",Zuko (Avatar)/Original Female Character(s),2020-10-30,9589.0,34.0
27476905,Kinktober 2020,Sokka/Zuko (Avatar),2020-11-09,43837.0,348.0
27667957,The adventures of legends,"Judy Hopps/Sonic the Hedgehog, Clove the Pronghorn/Nick Wilde, Fangmeyer & Wolford (Zootopia), Korra & Asami Sato, Sokka/Suki (Avatar), Varrick/Zhu Li Moon, Iroh & Zuko (Avatar), Fuli/Kion (The Lion King), Tessa/Flynn (Skylanders)",2020-11-22,8665.0,1.0
25855087,Why Won't You Listen?,"Sokka & Zuko (Avatar), Sokka/Suki, Sokka & Suki, Hakoda & Sokka (Avatar), Hakoda & Zuko (Avatar), Zuko & Suki",2020-08-12,48887.0,905.0
27884545,beyond your darkness,Jeong Jeong/Piandao (Avatar),2020-12-04,1081.0,2.0
27879758,Under Control,Katara/Zuko (Avatar),2020-12-04,3301.0,43.0
27884311,Someone to You,Sokka/Zuko (Avatar),2020-12-04,6472.0,249.0
27167608,No Reason You Can't Do It,"Aang & Zuko (Avatar), Aang & Katara (Avatar), Katara & Zuko (Avatar), Sokka & Zuko (Avatar), Aang & Sokka (Avatar), Katara & Sokka (Avatar), Sokka/Yue (Avatar)",2020-10-23,56501.0,585.0
27883963,Fun and Perky,"Katara/Zuko (Avatar), Katara & Sokka (Avatar), Sokka/Suki (Avatar)",2020-12-04,2343.0,28.0
27825460,I thank the oceans for giving me you,Katara/Zuko (Avatar),2020-12-01,1947.0,50.0
27076492,too late (but i love you),"Katara/Zuko (Avatar), Sokka/Suki (Avatar), Katara & Suki (Avatar), Toph Beifong & Katara, Katara & Sokka (Avatar), Aang & Katara (Avatar), The Gaang & Zuko (Avatar)",2020-10-18,7148.0,32.0
27422803,Dragons,Katara/Zuko (Avatar),2020-11-06,23755.0,382.0
27883432,Favorite Prisoner (Would Beg to Differ),"Azula & Suki (Avatar), Suki & Ty Lee (Avatar)",2020-12-05,4281.0,6.0
27785686,coeurs a louer,"Sokka/Zuko (Avatar), past Sokka/Yue",2020-11-29,10039.0,69.0
27674303,Customer Service,"Azula & Iroh (Avatar), Azula & Zuko (Avatar)",2020-11-22,22301.0,87.0
27882901,Second Chances,,2020-12-04,3076.0,4.0
27779704,gaang gaang,"Sokka/Zuko (Avatar), Aang/Katara (Avatar)",2020-11-29,2404.0,68.0
27882589,Like Old Times,"Mai/Ty Lee (Avatar), Katara/Zuko (Avatar), implied zutara - Relationship",2020-12-04,253.0,9.0
27882309,be satisfied with what you are,"Aang & Momo (Avatar), Aang & Gyatso (Avatar)",2020-12-04,711.0,15.0
27882217,I'd Do It Again,Katara/Zuko (Avatar),2020-12-04,360.0,25.0
27845536,"""Just Friends""","Aang/Toph Beifong, Katara/Zuko (Avatar), Sokka/Suki (Avatar)",2020-12-02,3068.0,9.0
27871338,Risen from the Ashes,,2020-12-04,6650.0,56.0
24633706,I've Built My Life Around You,"Sokka/Zuko (Avatar), Azula & Zuko (Avatar), Azula & Sokka (Avatar), Hakoda & Sokka (Avatar), Katara & Sokka (Avatar), Sokka & Suki (Avatar), Iroh & Zuko (Avatar), Aang & Zuko (Avatar), Toph Beifong & Sokka, Toph Beifong & Zuko, Mai & Zuko (Avatar), Suki/Ty Lee (Minor), Hakoda & Zuko (Avatar)",2020-06-09,318041.0,1932.0
26500912,What If: Aang never froze in the iceberg?,,2020-09-16,133907.0,148.0
24712210,These Scars of Ours,"Katara/Zuko (Avatar), Katara & Zuko (Avatar), Minor or Background Relationship(s)",2020-06-14,67169.0,562.0
27834025,Rules of Diplomacy,Katara/Zuko (Avatar),2020-12-02,5581.0,76.0
27878314,It's Just Soup (Blame it on Me),Katara/Zuko (Avatar),2020-12-04,448.0,30.0
27859902,Dancing With Fate,Katara/Zuko (Avatar),2020-12-03,1577.0,23.0
27845377,Little Moments,Aang/Katara (Avatar),2020-12-02,4020.0,39.0
27824221,Azula- Advent calendar,"Mai/Zuko (Avatar), Aang/Katara (Avatar), Sokka/Suki (Avatar), Ikem/Ursa (Avatar), Ursa & Azula, Azula & Ozai, Azula & Zuko & Kyi (Avatar), Azula & Kyi, Azula & Ty Lee, Azula & Iroh (Avatar)",2020-12-01,3475.0,26.0
27877826,the sundered sea,,2020-12-04,1963.0,1003.0
27877730,In the Moments When You're Kissing like a Baby in the Kitchen,Sokka/Zuko (Avatar),2020-12-04,2729.0,88.0
27123139,Zuko's Life,Mai/Zuko (Avatar),2020-10-20,1420.0,48.0
26542948,The Avatar and the Fire Nations Princess,"Azula/Korra (Avatar), Korra/Asami Sato, Azula/Asami Sato, Azula/Korra/Asami Sato/Ty Lee, Azula/Korra/Asami Sato, Azula & Korra (Avatar), Azula/Ty Lee (Avatar), Korra & Asami Sato, Korra & Ty Lee, Korra & Zuko (Avatar), Aang/Katara (Avatar), Sokka/Suki (Avatar), Asami Sato & June, Katara & Korra (Avatar), Sokka & Korra, Korra & Toph Beifong",2020-09-19,43684.0,174.0
26896756,I know I love you,"Sokka/Zuko (Avatar), Aang/Katara (Avatar), Toph Beifong/Suki, Sokka/Suki (Avatar), Sokka/Yue (Avatar), Zuko (Avatar)/Original Male Character(s)",2020-10-08,2880.0,9.0
27281830,Avatar: Reborn - Book One: Fallen World,,2020-10-30,13635.0,
27877121,put your lips close to mine (as long as they don't touch) [Podfic],Sokka/Zuko (Avatar),2020-12-04,4.0,6.0
26026813,Destiny is a Funny Thing,"Katara/Zuko (Avatar), Katara & Zuko (Avatar)",2020-08-21,199689.0,445.0
25146637,Aang Jongmu and the Secrets of Long Academy,"Aang & Bumi (Avatar), Aang & Gyatso",2020-07-08,7952.0,15.0
27741325,"Hot Head, Cold Feet","Katara/Zuko (Avatar), Katara & Sokka (Avatar), Aang & Katara & Sokka (Avatar)",2020-11-27,4385.0,52.0
27877049,Proposal Problems,Suki (Avatar)/Reader,2020-12-05,1108.0,1.0
27338698,Battle for Ba Sing Se,"Katara/Zuko (Avatar), Katara & Zuko (Avatar), Toph Beifong & Sokka, Iroh & Zuko (Avatar), Hakoda & Sokka (Avatar), Iroh & Order of the White Lotus (Avatar), Bato & Hakoda (Avatar), Bato/Hakoda (Avatar), Azula & Dai Li, Aang & Katara (Avatar), Aang & Katara & Sokka & Toph, Aang & Sokka (Avatar), Aang & Toph Beifong, Azula & Zuko (Avatar), Dai Li & Order of the White Lotus, Bato & Sokka (Avatar), Azula & Mai & Ty Lee, Mai & Zuko (Avatar), Mai & Ty Lee (Avatar), Azula & Mai (Avatar), Bato & Toph Beifong, Azula & Ty Lee (Avatar), Sokka/Suki (Avatar)",2020-11-02,24889.0,62.0
27081385,Of Truths and Starlight,Katara/Zuko (Avatar),2020-10-18,39433.0,126.0
27876657,Handled,Kyoshi/Rangi (Avatar),2020-12-04,2186.0,40.0
27876354,Peace and Violence,"Midoriya Izuku/Todoroki Shouto, Bakugou Katsuki/Kirishima Eijirou, Kaminari Denki/Shinsou Hitoshi, Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic, Bakugou Katsuki & Todoroki Shouto",2020-12-04,2138.0,17.0
26503432,trial by fire,"Sokka/Zuko (Avatar), Azula & Zuko (Avatar), Mai/Ty Lee (Avatar), Azula & Mai & Ty Lee, Minor or Background Relationship(s), Ozai & Zuko (Avatar)",2020-09-22,54986.0,312.0
1116350,Gladiator,"Azula/Sokka (Avatar), Suki/Zuko (Avatar), Aang/Katara (Avatar), Rui Shi/Song, Haru/Ty Lee (Avatar)",2014-01-03,2441029.0,801.0
27535858,The Misadventures of Hui and Okhin,HuixOkhin,2020-11-13,13719.0,
20081245,The Summit,Katara/Zuko (Avatar),2019-08-02,163894.0,1131.0
27884500,our souls grow cold,"Sokka/Zuko (Avatar), Sokka & Zuko (Avatar)",2020-12-04,2130.0,7.0
20454014,Eyes of Mist,Toph Beifong/Zuko,2019-08-30,3687.0,382.0
26467294,Embers,"Katara/Zuko (Avatar), Sokka/Suki (Avatar)",2020-09-14,80108.0,158.0
27874129,Pulse,"Aang/Katara (Avatar), Mai/Zuko (Avatar)",2020-12-04,2217.0,21.0
24604909,Burnt Out - Zuko x OC,"Zuko (Avatar)/Original Female Character(s), Zuko (Avatar)/Reader, Zuko (Avatar) & Reader, Aang/Katara (Avatar), Sokka (Avatar)/Original Female Character(s), Sokka/Suki (Avatar), Mai/Zuko (Avatar), Jet (Avatar)/Original Female Character(s), Jet/Katara (Avatar)",2020-06-08,183149.0,519.0
27671455,my stars align with yours,"Katara/Zuko (Avatar), Katara/Aang at the beginning, Sokka/Suki (Avatar), Katara & Zuko (Avatar)",2020-11-22,12474.0,23.0
26762764,Azula: The Prodigy With Blue Fire,"Azula/Ty Lee, Aang/Katara, Sokka/Suki, Mai/Zuko",2020-10-02,119138.0,328.0
27763003,Firestorm,"Iroh II/Asami Sato, Izumi (Avatar)/Original Female Character(s), Bolin/Opal (Avatar), Other Relationship Tags to Be Added, Kuvira/Mako (Avatar), Korra/Mako (side), Minor or Background Relationship(s)",2020-11-28,21447.0,12.0
9602087,Top Harry Drabbles,"Peter Hale/Harry Potter, Harry Potter/Tony Stark, Harry Potter/Thorin Oakenshield, Harry Potter/Rhaegar Targaryen, Harry Potter/Loki (Marvel), Harry Potter/Jon Snow, Harry Potter/Oliver Queen, James ""Bucky"" Barnes/Harry Potter, Harry Potter/Anakin Skywalker, Harry Potter/Viserys Targaryen, Harry Potter/Lex Luthor, Derek Hale/Harry Potter, Harry Potter/Jaime Lannister, Harry Potter/Oliver Queen/Slade Wilson, Jack Harkness/Harry Potter, Acheron Parthenopaeus/Harry Potter, Harry Potter/Harvey Specter, Harry Potter/Robb Stark, Theon Greyjoy/Harry Potter, Harry Potter/Ned Stark, Harry Potter/Thranduil (Tolkien), Harry Potter/Tom Riddle | Voldemort, Harry Potter/Bruce Wayne, Harry Potter/Steve Rogers, Harry Potter/Zuko (Avatar), Harry Potter/Stiles Stilinski, Harry Potter/Sam Winchester, Godric (True Blood)/Harry Potter, Harry Potter/Aegon I Targaryen, Clark Kent/Harry Potter, Harry Potter/T'Challa (Marvel), Harry Potter/Malcolm Reynolds, Oberyn Martell/Harry Potter, Daryl Dixon/Harry Potter, George O'Malley/Harry Potter, Finnick Odair/Harry Potter, Alex Karev/Harry Potter, Barry Allen/Harry Potter, Harry Potter/Brandon Stark, Harry Potter/Danny ""Danno"" Williams, Steve McGarrett/Harry Potter, Steve McGarrett/Harry Potter/Danny ""Danno"" Williams, Clark Kent/Harry Potter/Oliver Queen, Clint Barton/Harry Potter, Harry Potter/Dean Winchester, Harry Potter/Spencer Reid, Aaron Hotchner/Harry Potter, Rick Grimes/Harry Potter, Arthur Curry/Harry Potter, Bilbo Baggins/Harry Potter/Thorin Oakenshield, Harry Potter/Stephen Strange, Luke Castellan/Harry Potter, Desmond Miles/Harry Potter, Harry Potter/Mark Sloan, Harry Potter/Jace Wayland, Lucius Malfoy/Harry Potter, Erik Lehnsherr/Harry Potter, Anthony DiNozzo/Harry Potter, Alucard (Castlevania)/Harry Potter, Harry Potter/Shane Walsh, Harry Potter/Kylo Ren, Dracula/Harry Potter, The Homelander | John/Harry Potter, Harry Potter/Booker | Sebastien le Livre, Evan ""Buck"" Buckley/Harry Potter, Harry Potter/Grant Ward, Evan ""Buck"" Buckley/Eddie Diaz/Harry Potter, Sirius Black/Harry Potter, Harry Potter/Damon Salvatore, Orm Marius/Harry Potter, Merlin (Merlin)/Harry Potter, Angel (BtVS)/Harry Potter",2017-02-06,186043.0,4161.0
25700161,Love Across the Field,"Sokka/Zuko (Avatar), Aang/Katara (Avatar), Mai/Ty Lee (Avatar)",2020-08-04,45712.0,471.0
26676124,Honor & Vengeance On The High Seas,,2020-09-27,64467.0,154.0
27648644,The Epic of Sea and Fire,Katara/Zuko (Avatar),2020-11-20,6796.0,24.0
27872629,With a Heavy Heart,Katara/Zuko (Avatar),2020-12-04,804.0,12.0
27872181,The Art of Assigning Blame,"Katara/Zuko (Avatar), Katara & Kiyi (Avatar)",2020-12-04,1239.0,25.0
27856201,Princess,Azula/Ty Lee (Avatar),2020-12-04,1721.0,55.0
27636502,Aang Discovers the Multiverse,"Aang/Toph Beifong/Katara, Sokka/Suki (Avatar), Mai/Zuko (Avatar), maybe some oc shipping not sure",2020-11-20,6512.0,
27871077,An Owl in the North Pole,"Bokuto Koutarou/Kuroo Tetsurou, Iwaizumi Hajime/Oikawa Tooru, Akaashi Keiji/Bokuto Koutarou, Kozume Kenma/Kuroo Tetsurou",2020-12-04,3096.0,10.0
27871197,"You Can Break my Heart a Million Times, But Please Don't Lie",Katara/Zuko (Avatar),2020-12-04,764.0,6.0
27620522,"and if my wishes came true, it would've been you -","Mai/Zuko (Avatar), Minor or Background Relationship(s), Sokka/Suki (Avatar), Aang/Katara (Avatar), Past Katara/Zuko (Avatar)",2020-11-19,15680.0,32.0
27870785,The Sun and Moon Folklore,Katara/Zuko (Avatar),2020-12-04,480.0,3.0
27870165,{Avatar} One Shots and Fics,"Sokka (Avatar)/Reader, Sokka/Zuko (Avatar), Sokka/Suki (Avatar), Zuko (Avatar)/Reader, Aang/Katara (Avatar), Korra/Asami Sato, Korra (Avatar)/Reader, Mako (Avatar)/Reader, Bolin (Avatar)/Reader, Mai/Ty Lee (Avatar)",2020-12-04,1375.0,7.0
27869773,Imprisoned,"Katara/Zuko (Avatar), Iroh & Zuko (Avatar)",2020-12-04,680.0,12.0
27869386,empty mini bottles,Katara/Yue (Avatar),2020-12-04,3482.0,14.0
27824845,"won't you stay with me, my darling",Katara/Zuko (Avatar),2020-12-01,1981.0,29.0
27867509,Scars are Sexy,Katara/Zuko (Avatar),2020-12-03,2469.0,58.0
27869106,days like this,"Aang/Katara (Avatar), Bumi II & Katara (implied)",2020-12-04,933.0,12.0
27224590,"Lemon, Two Sugars",Katara/Zuko (Avatar),2020-10-27,10192.0,261.0
24958147,Give someone a Mask and they'll show you their True Face,"Katara/Zuko (Avatar), Blue Spirit/Katara, Minor or Background Relationship(s), Sokka/Suki (Avatar), Mai/Ty Lee (Avatar)",2020-06-28,110376.0,385.0
27865686,A Sight for Sore Eyes,"Sokka/Zuko (Avatar), Sokka/Yue (Avatar)",2020-12-03,2698.0,74.0
18291848,The Lost Hero,"Midoriya Izuku/Todoroki Shouto, Bakugou Katsuki/Kirishima Eijirou, Asui Tsuyu/Uraraka Ochako, Other Relationship Tags to Be Added",2019-03-30,7522.0,45.0
27865566,Hard To Concentrate,Katara/Zuko (Avatar),2020-12-03,3270.0,23.0
22258237,SoSC but it's Memes,,2020-01-14,73109.0,20.0
27865406,Not About Angels,Sokka/Zuko (Avatar),2020-12-03,1681.0,12.0
27865253,the darkest day of winter,Katara/Zuko (Avatar),2020-12-03,760.0,28.0
20486705,Sweat and Ginseng,"Iroh & Zuko (Avatar), Jin/Zuko (Avatar), Jin & Zuko (Avatar)",2019-09-02,19800.0,1123.0
18249587,Conjunction of spheres,"Geralt z Rivii | Geralt of Rivia/Triss Merigold, Geralt z Rivii | Geralt of Rivia/Yennefer z Vengerbergu | Yennefer of Vengerberg, Iorveth/Saskia (The Witcher), Iorveth (The Witcher)/Original Female Character(s), Cedric (The Witcher)/Original Female Character(s), Vernon Roche/Ves",2019-03-26,197738.0,144.0
27865038,No Matter What,"Aang/Katara (Avatar), Bumi II & Katara",2020-12-03,1902.0,9.0
27606074,in the after days,Sokka/Zuko (Avatar),2020-11-17,18969.0,71.0
27790381,Her Identical Twin,Azula/Ty Lee (Avatar),2020-12-03,1794.0,64.0
27804607,"my name on your wrist, my heart in your hands",Sokka/Zuko (Avatar),2020-11-30,3229.0,123.0
27864202,A Long Year,"Suki/Zuko (Avatar), Aang/Katara (Avatar)",2020-12-03,1695.0,6.0
27526219,The Raging Maelstrom,"Katara/Zuko (Avatar), Sokka/Suki (Avatar), Azula/Ty Lee (Avatar)",2020-11-12,5963.0,36.0
27110752,Sun and Moon,"Sokka/Zuko (Avatar), Mai/Zuko (Avatar), Sokka/Suki (Avatar), Aang & Zuko (Avatar), Iroh & Zuko (Avatar)",2020-10-19,12483.0,107.0
27863674,Shadows Under the Ocean,"Sokka & The Gaang (Avatar), Katara & Sokka (Avatar), Aang & Sokka (Avatar), Toph Beifong & Sokka, Sokka & Zuko (Avatar), Sokka & Suki (Avatar), Aang/Katara (Avatar)",2020-12-03,867.0,10.0
27863361,Run,"Jet/Zuko (Avatar), Azula/Ty Lee (Avatar)",2020-12-03,327.0,8.0
